"ID_0","band_0_4","band_5_9","band_10_14","band_15_19","band_20_24","band_25_29","band_30_34","band_35_39","band_40_44","band_45_49","band_50_54","band_55_59","band_60_64","band_65_69","band_70_74","band_75_79","band_80_84","band_85_89","band_90_94","band_95_99"
17,0.0953552752999077,0.0634676509791859,0.0603916743566082,0.0723879831846611,0.0932020916641034,0.0986363170306572,0.0895109197170102,0.0654157695068184,0.0656208346149903,0.0635701835332718,0.0775146108889572,0.0544447862196247,0.0441915308110325,0.0135342971393417,0.0141494924638573,0.0159950784374039,0.00861273454321747,0.00317850917666359,0.000717727878601456,0.000102532554085922
18,0.0745501285347044,0.0694087403598972,0.06426735218509,0.0796915167095116,0.0874035989717224,0.0848329048843188,0.0822622107969152,0.0694087403598972,0.0745501285347044,0.0668380462724936,0.0668380462724936,0.0539845758354756,0.0437017994858612,0.0308483290488432,0.0205655526992288,0.0154241645244216,0.0077120822622108,0.0051413881748072,0.0025706940874036,0
19,0.0792151162790698,0.0726744186046512,0.0632267441860465,0.0646802325581395,0.0872093023255814,0.125726744186047,0.126453488372093,0.0966569767441861,0.0886627906976744,0.0683139534883721,0.0523255813953488,0.0363372093023256,0.0145348837209302,0.0101744186046512,0.0065406976744186,0.00436046511627907,0.00218023255813953,0.000726744186046512,0,0
20,0.0952301088894272,0.0973234196125201,0.101926218561517,0.100137276459882,0.0945903136239122,0.0898384361664462,0.0837137941101566,0.0736882644155812,0.0615756356024325,0.0557180925404841,0.0452577505295393,0.0312505823379237,0.0200510593891508,0.0177341309033536,0.0136220487114026,0.0089384989036518,0.00547863518625496,0.00268962475697097,0.000993856723130152,0.000242252576262974
21,0.0598591549295775,0.0669014084507042,0.0669014084507042,0.0633802816901408,0.0633802816901408,0.0633802816901408,0.0669014084507042,0.0669014084507042,0.0704225352112676,0.0704225352112676,0.073943661971831,0.0669014084507042,0.0563380281690141,0.0457746478873239,0.0352112676056338,0.028169014084507,0.0211267605633803,0.0105633802816901,0.00352112676056338,0
22,0.0617101937657961,0.0523378264532435,0.0465459140690817,0.0460193765796125,0.0667649536647009,0.0835088458298231,0.0785593934288121,0.0704507160909857,0.0682392586352148,0.0655012636899747,0.0803496208930076,0.0769797809604044,0.06318449873631,0.0397009267059815,0.0300126368997473,0.0339090143218197,0.0213774220724516,0.0116891322662174,0.00284330244313395,0.00031592249368155
23,0.0577927250199133,0.0576157182051509,0.0539870785025223,0.0549606159837154,0.0611558545003983,0.0631914328701655,0.0650500044251704,0.0653155146473139,0.0677936100539871,0.0717762633861404,0.0730153110894769,0.0671740862023188,0.0589432693158687,0.0546951057615718,0.0380564651739092,0.0345163288786618,0.0287636073988849,0.0174351712540933,0.00769979644216302,0.00106204088857421
24,0.108938547486034,0.106145251396648,0.108938547486034,0.106145251396648,0.100558659217877,0.0893854748603352,0.0782122905027933,0.0642458100558659,0.058659217877095,0.0502793296089385,0.0418994413407821,0.0307262569832402,0.0223463687150838,0.0139664804469274,0.00837988826815642,0.00558659217877095,0.00279329608938547,0.00279329608938547,0,0
25,0.156985294117647,0.140073529411765,0.124540441176471,0.107720588235294,0.0920955882352941,0.0774816176470588,0.0652573529411765,0.0544117647058824,0.0453125,0.0374080882352941,0.0297794117647059,0.0228860294117647,0.0170955882352941,0.0124080882352941,0.00900735294117647,0.00487132352941176,0.00202205882352941,0.000551470588235294,9.19117647058824e-05,0
27,0.0851612903225806,0.0929032258064516,0.0916129032258065,0.0954838709677419,0.100645161290323,0.103225806451613,0.0993548387096774,0.08,0.0593548387096774,0.0503225806451613,0.0374193548387097,0.032258064516129,0.0232258064516129,0.0180645161290323,0.0129032258064516,0.00903225806451613,0.00516129032258065,0.00258064516129032,0.00129032258064516,0
28,0.11059306229019,0.10816859380828,0.105744125326371,0.100895188362551,0.0919433047370384,0.0828981723237598,0.074692279000373,0.0649944050727341,0.0539910481163745,0.0447594181275643,0.0373927638940694,0.0318910854158896,0.0275083923908989,0.0207012308839985,0.0171577769488997,0.0119358448340172,0.0082058933233868,0.00447594181275643,0.00167847817978366,0.000372995151063036
30,0.0451443569553806,0.0461942257217848,0.0435695538057743,0.057742782152231,0.0595800524934383,0.0745406824146982,0.0803149606299213,0.0708661417322835,0.0729658792650919,0.0692913385826772,0.0805774278215223,0.0755905511811024,0.0692913385826772,0.0548556430446194,0.031496062992126,0.0338582677165354,0.0215223097112861,0.00971128608923885,0.0026246719160105,0.00026246719160105
31,0.117647058823529,0.104820875718709,0.0977443609022556,0.0973020787262273,0.0977443609022556,0.0981866430782839,0.092436974789916,0.0756302521008403,0.0561698363555949,0.0424590888987174,0.0336134453781513,0.0283060592658116,0.0225563909774436,0.0141530296329058,0.010172490048651,0.00663423264042459,0.00309597523219814,0.000884564352056612,0.000442282176028306,0
33,0.0723248652809854,0.0741339491916859,0.0838289068514242,0.0840261739799846,0.0802011162432641,0.0837182448036951,0.0857197844495766,0.0783631639722864,0.0688991531947652,0.0634767128560431,0.0593918398768283,0.0485902617397998,0.0389097382602002,0.0287336412625096,0.0201356812933025,0.0147324865280985,0.00864126250962279,0.0044697844495766,0.00142898383371824,0.000274249422632794
36,0.0803782505910166,0.0709219858156028,0.0803782505910166,0.0851063829787234,0.08274231678487,0.0898345153664303,0.0921985815602837,0.0874704491725768,0.0803782505910166,0.0709219858156028,0.0567375886524823,0.0449172576832151,0.033096926713948,0.0189125295508274,0.0118203309692671,0.00709219858156028,0.00472813238770686,0.00236406619385343,0,0
37,0.0471394600643447,0.0499370541334452,0.0443418659952441,0.0446216254021541,0.0524548887956357,0.0674220170653238,0.0688208140998741,0.073296964610435,0.0752552804588054,0.0704993705413345,0.0671422576584138,0.0697999720240593,0.0691005735067842,0.0668624982515037,0.0502168135403553,0.0386067981535879,0.0276961812840957,0.0128689327178626,0.00363687228983075,0.000279759406910057
38,0.173634505992158,0.152261556304192,0.129784061412713,0.108742475285801,0.0906831612083725,0.0754956646600762,0.0633456674214392,0.0511956701828022,0.0399845363671508,0.032197492682388,0.0250731761197327,0.0193295410614679,0.0143038603854863,0.0104931794333683,0.00723477108300657,0.00403158999282046,0.00165681780526868,0.000497045341580604,5.52272601756227e-05,0
39,0.184452992217551,0.147777082028804,0.115842204132749,0.099114410949101,0.0932999373825924,0.0844440468736023,0.0674478933715001,0.0489310313981573,0.035513015475445,0.0311297969406924,0.0268360318454245,0.0233473477055193,0.0171750603810717,0.0101082386617765,0.00688791484032561,0.00429376509526791,0.00232578942660345,0.000894534394847482,0.000178906878969496,0
43,0.103646833013436,0.0978886756238004,0.0940499040307102,0.103646833013436,0.111324376199616,0.103646833013436,0.0863723608445297,0.0633397312859885,0.0499040307101727,0.0460652591170825,0.0441458733205374,0.0287907869481766,0.0211132437619962,0.00959692898272553,0.0115163147792706,0.0134357005758157,0.00767754318618042,0.00383877159309021,0,0
40,0.113750160482732,0.106624727179356,0.0957119013994094,0.100975735010913,0.105019899858775,0.0822955449993581,0.108486326871229,0.0417897034279112,0.0532802670432661,0.0489793298241109,0.0441006547695468,0.031454615483374,0.0263833611503402,0.0173321350622673,0.0116831428938246,0.00712543330337656,0.00359481319809988,0.00115547567081782,0.000256772371292849,0
41,0.160133658912736,0.141112967484899,0.12402004883691,0.10752688172043,0.0952319753245084,0.0826800325579403,0.0680289594310928,0.052778134772737,0.0412971768838624,0.032600779676991,0.0258321552499679,0.020348712676177,0.0163646489311571,0.0127661397421068,0.00916763055305659,0.00578331833954505,0.00295591826243413,0.00107098487769353,0.000257036370646446,4.28393951077411e-05
42,0.0540435242388824,0.0541826682250793,0.0515111036900985,0.0588579061612957,0.0693771915177826,0.0681805532364891,0.0702955418266823,0.0663995102131686,0.0652307007291145,0.0674291757110258,0.0783102354316246,0.0731340791450994,0.0618355874659097,0.0537652362664886,0.0382089386096733,0.0274670228752713,0.0205933099571437,0.0136361106472978,0.00606667779818556,0.00147492625368732
46,0.144519289650949,0.126760563380282,0.119412124923454,0.109205960400082,0.0961420698101653,0.0863441518677281,0.0718513982445397,0.0559297815880792,0.0432741375790978,0.0342927127985303,0.0289855072463768,0.024903041437028,0.0200040824658093,0.0153092467850582,0.0112267809757093,0.00694019187589304,0.00347009593794652,0.00122473974280465,0.000204123290467442,0
47,0.187504452518344,0.15672864572202,0.132934387689677,0.111277338462634,0.0911163353993018,0.0730925411412695,0.0582745600911876,0.0456650281399159,0.0354064258744746,0.0274275130013536,0.0224406924556529,0.0186649568996224,0.015031701930612,0.0100448813849113,0.00712402935100093,0.00434565790411057,0.00206596851179027,0.000712402935100093,0.000142480587020019,0
48,0.0652064872094967,0.0668784484199967,0.0694421222760965,0.0736777573426963,0.0788608370952461,0.080867190547846,0.0740121495847963,0.0698322465585465,0.0703338349216965,0.0717271359304464,0.0655966114919467,0.0569024131973472,0.0469821100150477,0.0356685058239982,0.0276988240539486,0.019283285961099,0.0135428858050493,0.00830407401214958,0.00384551078414981,0.00133756896839993
49,0.0604549418604651,0.0571489825581395,0.054718023255814,0.0573619186046512,0.0771359011627907,0.0938125,0.0722202034883721,0.0691998546511628,0.0865494186046512,0.0897710755813954,0.072234738372093,0.0573640988372093,0.0565479651162791,0.0371809593023256,0.0245290697674419,0.0175552325581395,0.0103633720930233,0.00431613372093023,0.00126598837209302,0.000269622093023256
53,0.0775132714001327,0.0809762773722628,0.0843978102189781,0.0843978102189781,0.0870520902455209,0.0848954877239549,0.081556901128069,0.0736770072992701,0.0654031187790312,0.0662740544127405,0.0582075315195753,0.0473830457863305,0.0379686463171865,0.0272685799601858,0.0178749170537492,0.0119027869940279,0.00742368944923689,0.00389847378898474,0.00155524220305242,0.000373258128732581
54,0.151015228426396,0.133248730964467,0.118020304568528,0.104060913705584,0.0939086294416244,0.083756345177665,0.0723350253807107,0.0571065989847716,0.0456852791878173,0.0380710659898477,0.0317258883248731,0.0253807106598985,0.0177664974619289,0.0114213197969543,0.00761421319796954,0.0050761421319797,0.00253807106598985,0.00126903553299492,0,0
63,0.179580426820588,0.15193674047807,0.128408546765197,0.106109824120928,0.0885995677438559,0.0729788142722178,0.0593122727096248,0.0480011388784636,0.0396019102097866,0.0325615706169356,0.0262977390674138,0.0208233573619433,0.0161384255005241,0.0125017794975993,0.0086062974802314,0.00508612768380592,0.00242011673504251,0.000828275246217759,0.000181185210110135,2.5883601444305e-05
185,0.164356864443482,0.142052836725855,0.119965352966652,0.100909484625379,0.084668687743612,0.0749242096145517,0.06691208315288,0.057600692940667,0.0461238631442183,0.035946297098311,0.0283672585534864,0.0229536595928974,0.0186227804244262,0.014291901255955,0.0103941100043309,0.00671286271113036,0.00346470333477696,0.00129926375054136,0.00043308791684712,0
56,0.0728256346233874,0.0749063670411985,0.0753225135247607,0.0826050769870995,0.0859342488555972,0.0861423220973783,0.0811485642946317,0.071993341656263,0.0634623387432376,0.0649188514357054,0.0620058260507699,0.0511860174781523,0.0384935497295048,0.0320432792342905,0.0224719101123595,0.0158135663753641,0.0101955888472742,0.00561797752808989,0.00228880565959218,0.000624219725343321
57,0.16153473415268,0.139068763490595,0.124179551561605,0.110567816395753,0.0922426324831505,0.0753711290251531,0.0625523104709044,0.0533016166688692,0.0438747191753667,0.0359455530593366,0.0293379146293115,0.0235672437337562,0.0181930311440025,0.0136998370115854,0.00907449011056782,0.00488965243821858,0.00198229152900753,0.000528611074402009,8.81018457336681e-05,0
58,0.0488092431030417,0.051167177552464,0.0488092431030417,0.0568262202310776,0.055175666116482,0.0629568497995756,0.0681443055883046,0.0690874793680736,0.0688516859231313,0.0655505776939401,0.0723885875972648,0.0728601744871493,0.0700306531478425,0.0587125677906154,0.0405564725300637,0.041971233199717,0.0290025937278944,0.0139118132515916,0.00448007545390238,0.000707380334826692
59,0.0516332982086407,0.0539164032314717,0.0576044959606603,0.0607657182999649,0.0641903758342114,0.0709518791710572,0.0601510361784334,0.0597119775201967,0.087021426062522,0.0920266947664208,0.0893923428170004,0.0583948015454865,0.0547067088162979,0.0420618194590797,0.0351246926589392,0.0273094485423253,0.0178257815244117,0.0105374077976818,0.00500526870389884,0.00166842290129961
60,0.0691823899371069,0.0566037735849057,0.0628930817610063,0.0628930817610063,0.0628930817610063,0.0628930817610063,0.0566037735849057,0.0566037735849057,0.0628930817610063,0.0754716981132075,0.0817610062893082,0.0754716981132075,0.0628930817610063,0.050314465408805,0.0377358490566038,0.0251572327044025,0.0188679245283019,0.0125786163522013,0.00628930817610063,0
61,0.0566523605150215,0.0549356223175966,0.0540772532188841,0.0652360515021459,0.0841201716738197,0.0815450643776824,0.0892703862660944,0.0781115879828326,0.0695278969957082,0.0643776824034335,0.0626609442060086,0.0600858369098712,0.0515021459227468,0.0429184549356223,0.032618025751073,0.0240343347639485,0.0163090128755365,0.00858369098712446,0.00257510729613734,0.000858369098712446
62,0.0510291188466281,0.0539694584084226,0.0454329887128901,0.042966897467514,0.0577634449397705,0.0659205159821683,0.070662999146353,0.0873565398842834,0.0822346580669639,0.066299914635303,0.0635492744000759,0.0634544247367922,0.0686711562173954,0.0643080717063454,0.0464763350090107,0.0293085459546619,0.0224793701982358,0.0127098548800152,0.00493218249075216,0.000474248316418477
64,0.0520465772759351,0.0585744530698659,0.0582215949188426,0.0631616090331687,0.0679251940719831,0.0606916019760056,0.055045871559633,0.062985179957657,0.0668666196189132,0.0758645024700071,0.0689837685250529,0.0628087508821454,0.0575158786167961,0.0666901905434016,0.0479887085391673,0.0331686661961891,0.0209950599858857,0.0130557515878617,0.00582215949188426,0.0015878616796048
65,0.114994363021421,0.108229988726043,0.104847801578354,0.100338218714769,0.101465614430665,0.09695603156708,0.0732807215332582,0.068771138669673,0.0541149943630214,0.0462232243517475,0.0394588500563698,0.0293122886133033,0.020293122886133,0.0180383314543405,0.0124013528748591,0.00676437429537768,0.00338218714768884,0.00112739571589628,0,0
66,0.100912200684151,0.100627137970353,0.0981565944507792,0.0926453819840365,0.0896047130368681,0.0821930824781452,0.0745914101102242,0.0655644241733181,0.0591030026605853,0.0531166856708476,0.0471303686811098,0.0394336754085899,0.0305967312808818,0.0223299125807678,0.016153553781832,0.0124477385024705,0.00817179779551501,0.00446598251615355,0.00199543899657925,0.000760167236792094
68,0.0997336306758347,0.097131883788639,0.0933531561667596,0.0928575853311033,0.089326643127052,0.0839992566437465,0.0755745524375891,0.0679551508393731,0.0615127299758409,0.0542030601499102,0.0461500340704949,0.0390262033079353,0.0322121043176609,0.0224865266679056,0.0177786037291705,0.012389270891408,0.00792913337050115,0.00427429845753577,0.00167255157034009,0.000433624481199281
69,0.132406618145258,0.104681660219002,0.0945183922365747,0.0859178633095098,0.0872183244814548,0.091207133958429,0.0803772430223155,0.0669136450068848,0.0530238454309007,0.0470351670928682,0.042325093436496,0.0352873035647936,0.0268944112954342,0.0223482613161978,0.0131466789063012,0.00890651979105195,0.0050597775009289,0.00207636657705506,0.000557340502262147,9.83542062815553e-05
70,0.0848979591836735,0.0889795918367347,0.0964897959183673,0.104326530612245,0.0982857142857143,0.0819591836734694,0.0698775510204082,0.0646530612244898,0.0587755102040816,0.0520816326530612,0.0460408163265306,0.0390204081632653,0.0329795918367347,0.0259591836734694,0.0215510204081633,0.0166530612244898,0.0106122448979592,0.00489795918367347,0.00163265306122449,0.000326530612244898
71,0.151300236406619,0.130023640661939,0.111111111111111,0.099290780141844,0.091016548463357,0.0803782505910166,0.0602836879432624,0.0449172576832151,0.0460992907801418,0.049645390070922,0.0472813238770686,0.0366430260047281,0.0224586288416076,0.0118203309692671,0.008274231678487,0.00472813238770686,0.00354609929078014,0.00118203309692671,0,0
72,0.155891354246366,0.1469013006886,0.125095638867636,0.100229533282326,0.0910482019892885,0.0904743687834736,0.0786151491966335,0.0573833205814843,0.0390206579954093,0.029265493496557,0.0241009946442234,0.0200841622035195,0.0154934965570008,0.0124330527926549,0.00745983167559296,0.0040168324407039,0.00172149961744453,0.000573833205814843,0.000191277735271614,0
73,0.0549199084668192,0.0587337909992372,0.0472921434019832,0.041952707856598,0.061022120518688,0.0747520976353928,0.0701754385964912,0.0671243325705568,0.0717009916094584,0.0617848970251716,0.0694126620900076,0.068649885583524,0.064836003051106,0.049580472921434,0.0450038138825324,0.0411899313501144,0.0289855072463768,0.0167810831426392,0.0053394355453852,0.0007627765064836
74,0.146916188751383,0.13695542811148,0.130536271254653,0.118231210383338,0.0976355770198209,0.0772411711439783,0.0653285038736291,0.0509206157561123,0.0422778951604789,0.0332830264614146,0.0262199416440286,0.0220947781466948,0.0175269141764765,0.0142167220042258,0.00990039239360097,0.00595633363517457,0.0032297011771808,0.00121742630043264,0.000271657108361002,4.02454975349633e-05
77,0.098876404494382,0.098876404494382,0.0898876404494382,0.0865168539325843,0.0865168539325843,0.0797752808988764,0.0797752808988764,0.0696629213483146,0.0584269662921348,0.0561797752808989,0.0561797752808989,0.0471910112359551,0.0348314606741573,0.0258426966292135,0.0168539325842697,0.00898876404494382,0.00449438202247191,0.00112359550561798,0,0
78,0.0552425949482101,0.055787752135199,0.0523350899509359,0.0552425949482101,0.0634199527530438,0.0612393240050881,0.0645102671270216,0.0646919861893513,0.0545157186988915,0.0661457386879884,0.0679629293112848,0.0672360530619662,0.0670543339996366,0.0741413774304925,0.0436125749591132,0.0357986552789388,0.0265309831001272,0.0167181537343267,0.00654188624386698,0.00127203343630747
79,0.0610019417475728,0.0619339805825243,0.0619650485436893,0.0590757281553398,0.0567456310679612,0.0606135922330097,0.0620116504854369,0.0601631067961165,0.0673553398058252,0.0668271844660194,0.0669203883495146,0.0633009708737864,0.0611417475728155,0.0588893203883495,0.037778640776699,0.0340660194174757,0.0293902912621359,0.0194330097087379,0.00991067961165049,0.00147572815533981
80,0.122222222222222,0.114814814814815,0.103703703703704,0.0888888888888889,0.0777777777777778,0.0666666666666667,0.0666666666666667,0.0703703703703704,0.0666666666666667,0.0592592592592593,0.0481481481481481,0.037037037037037,0.0296296296296296,0.0185185185185185,0.0148148148148148,0.00740740740740741,0.0037037037037037,0.0037037037037037,0,0
81,0.0815602836879433,0.0602836879432624,0.0815602836879433,0.0815602836879433,0.0886524822695035,0.0851063829787234,0.074468085106383,0.0709219858156028,0.0709219858156028,0.074468085106383,0.0638297872340425,0.0531914893617021,0.0390070921985816,0.0283687943262411,0.0212765957446809,0.0141843971631206,0.00709219858156028,0.00354609929078014,0,0
83,0.138711549622751,0.12304120719675,0.109692396982008,0.102147417295415,0.094022054556007,0.0841555426581544,0.0713871154962275,0.0580383052814858,0.0475914103308183,0.0400464306442252,0.032501450957632,0.0261172373766686,0.0214741729541497,0.0174114915844457,0.0139291932675566,0.00986651189785258,0.00638421358096344,0.00290191526407429,0.000580383052814858,0
84,0.183827222501256,0.151180311401306,0.126569563033651,0.106479156202913,0.0894023103967855,0.0753390256152687,0.0642893018583626,0.0522350577599196,0.0376695128076344,0.0321446509291813,0.0246107483676544,0.0190858864892014,0.0140632847815168,0.00904068307383224,0.00753390256152687,0.00401808136614766,0.00200904068307383,0.000502260170768458,0,0
85,0.0687843921960981,0.0572786393196598,0.0475237618809405,0.0612806403201601,0.0755377688844422,0.0812906453226613,0.0737868934467234,0.0707853926963482,0.0667833916958479,0.0660330165082541,0.0727863931965983,0.0657828914457229,0.0522761380690345,0.036768384192096,0.0310155077538769,0.035767883941971,0.0190095047523762,0.0137568784392196,0.00325162581290645,0.000500250125062531
86,0.041948159809597,0.0420597240644098,0.0448736224913538,0.0498816179296154,0.0545053364901885,0.0631949523372711,0.0640998624040857,0.0586951940598232,0.0604678261085148,0.083660795081256,0.0856565556395731,0.0751199315739237,0.0635916252432721,0.051046844590993,0.0529062488378723,0.0518649824596199,0.0293785871006929,0.0185196662989178,0.00741282493089214,0.00111564254812758
87,0.147969793148736,0.127467075261756,0.112691984969538,0.101054321257889,0.0935026084418664,0.0821567983656196,0.0719784028309803,0.0606690744591587,0.0501623435846923,0.0413702528182117,0.0325416803473058,0.0257196016197877,0.0187515960745686,0.0144832366568166,0.00915690781073292,0.00594651782131261,0.00310094487614461,0.00109445113275692,0.000182408522126154,0
89,0.0486669101533966,0.0490321402483565,0.0483016800584368,0.0466581446311176,0.0549671292914536,0.0537801314828342,0.0714024835646457,0.0726807888970051,0.0760591672753835,0.0745982468955442,0.068845872899927,0.0649196493791088,0.056336742147553,0.0598977355734112,0.0433710737764792,0.0462929145361578,0.0367056245434624,0.0199050401753104,0.00620891161431702,0.00136961285609934
91,0.0934579439252336,0.0841121495327103,0.0841121495327103,0.0934579439252336,0.0934579439252336,0.102803738317757,0.0841121495327103,0.0654205607476635,0.0560747663551402,0.0467289719626168,0.0560747663551402,0.0373831775700935,0.0280373831775701,0.0186915887850467,0.0186915887850467,0.0186915887850467,0.00934579439252336,0.00934579439252336,0,0
92,0.0665236051502146,0.0772532188841202,0.0772532188841202,0.0686695278969957,0.055793991416309,0.0515021459227468,0.0493562231759657,0.0643776824034335,0.0708154506437768,0.0772532188841202,0.0772532188841202,0.0643776824034335,0.055793991416309,0.0450643776824034,0.0343347639484979,0.0257510729613734,0.01931330472103,0.0107296137339056,0.00643776824034335,0.00214592274678112
93,0.0818713450292398,0.0818713450292398,0.087719298245614,0.087719298245614,0.0818713450292398,0.0760233918128655,0.064327485380117,0.0584795321637427,0.064327485380117,0.064327485380117,0.064327485380117,0.0526315789473684,0.0409356725146199,0.0350877192982456,0.0233918128654971,0.0175438596491228,0.0116959064327485,0.00584795321637427,0,0
94,0.127822309245549,0.120663280915377,0.117726243651716,0.110016520834608,0.0970446062534418,0.0826653613167717,0.0735483081441596,0.0598421342470783,0.0476044789818271,0.0376919782169736,0.0304717616104754,0.0248424401884599,0.0215994615431683,0.0174386587529829,0.0122376552652512,0.00893348834363336,0.00593526280364682,0.00281466071100777,0.000917824144893838,0.000183564828978768
97,0.162277918781726,0.140228426395939,0.122858502538071,0.106995558375635,0.0915291878172589,0.0768559644670051,0.0636897208121827,0.0521097715736041,0.0423540609137056,0.0350571065989848,0.0299016497461929,0.0252220812182741,0.0203045685279188,0.0132455583756345,0.0092005076142132,0.00523477157360406,0.00222081218274112,0.000634517766497462,7.93147208121827e-05,0
96,0.156639566395664,0.133875338753388,0.117615176151762,0.104607046070461,0.0937669376693767,0.0813008130081301,0.0699186991869919,0.0547425474254743,0.0444444444444444,0.0357723577235772,0.029810298102981,0.0249322493224932,0.0211382113821138,0.0140921409214092,0.00975609756097561,0.0048780487804878,0.0021680216802168,0.000542005420054201,0,0
98,0.0875816993464052,0.0836601307189542,0.117647058823529,0.124183006535948,0.0941176470588235,0.0549019607843137,0.0522875816993464,0.0549019607843137,0.0640522875816993,0.0705882352941176,0.0627450980392157,0.0509803921568627,0.0326797385620915,0.0222222222222222,0.0130718954248366,0.00915032679738562,0.00392156862745098,0.00130718954248366,0,0
99,0.115571321882001,0.113144137415982,0.108663181478715,0.104648991784914,0.0973674383868559,0.0900858849887976,0.0810306198655713,0.0613330843913368,0.047890216579537,0.042849141150112,0.0371545929798357,0.0297796863330844,0.0241784914115011,0.0168035847647498,0.0135362210604929,0.00886855862584018,0.00457430918595967,0.00186706497386109,0.000560119492158327,9.33532486930545e-05
101,0.101102713418412,0.10618262916615,0.110519142609342,0.111634246066163,0.104448023788874,0.0913145830752075,0.0781811423615413,0.0641803989592368,0.0515425597819353,0.0438607359682815,0.0359311113864453,0.029240490645521,0.023417172593235,0.0166026514682196,0.0120183372568455,0.00892082765456573,0.00607111882046834,0.00322140998637096,0.0013629042250031,0.000247800768182381
102,0.0505078232226187,0.0336261323085369,0.0355476255833105,0.0496843261048586,0.0623112819105133,0.0661542684600604,0.0750754872357947,0.0772714795498216,0.0786439747460884,0.0815262146582487,0.0893494372769695,0.0835849574526489,0.0664287674993138,0.0489980785067252,0.0303321438374966,0.0281361515234697,0.0226461707384024,0.0133132034037881,0.00494098270656053,0.00192149327477354
